TRIGGER,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0.0,0.004066923095703125,0.004040384521484375,0.0041105126953125,0.0041203847656249995,0.00421333349609375,0.00425358984375,0.0042287177734375,0.00428294873046875,0.00423435888671875,0.0042191025390625,0.0043570512695312496,0.00440794873046875,0.00416615380859375,0.0042921796875
0.0,0.007250641113281249,0.00580833349609375,0.006405384765625,0.0083021796875,0.0017106409912109374,0.0018382050781249998,0.0011814102783203125,0.00538256396484375,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12
0.0,0.0040594870605468744,0.00403346142578125,0.00411025634765625,0.00410897412109375,0.00421525634765625,0.004261153808593749,0.0042476923828124995,0.00429205126953125,0.0042544873046874996,0.0042223076171875,0.004363717773437499,0.00440756396484375,0.00417102587890625,0.00428884619140625
0.0,0.00404153857421875,0.0040170512695312495,0.0040991025390625,0.00409141015625,0.0042158974609375,0.0042619228515625,0.004253205078125,0.004294615234375,0.004254358886718749,0.00421897412109375,0.0043558974609375,0.00439641015625,0.004161794921875,0.00427576904296875
0.0,0.004039871826171874,0.00401474365234375,0.004098205078125,0.004089230712890625,0.00421897412109375,0.0042694873046875,0.00426333349609375,0.004299615234375,0.0042558974609375,0.0042255126953125,0.004353205078125,0.0043971796875,0.00415333349609375,0.00427923095703125
0.0,0.004048974365234375,0.00401846142578125,0.0041080771484375,0.004095512939453125,0.004218461425781249,0.00427858984375,0.00428064111328125,0.0043073076171875,0.00425974365234375,0.00422141015625,0.00435205126953125,0.0044005126953125,0.00414487158203125,0.0042739741210937494
0.0,0.00711935888671875,0.0037078205566406248,0.006405384765625,0.008335,0.00735576904296875,0.0017069230957031248,0.0013783333740234375,0.005185641113281249,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12
0.0,0.004044230712890625,0.0040124357910156245,0.0041055126953125,0.00409615380859375,0.0042155126953125,0.00427858984375,0.0042737177734375,0.0043026923828125,0.004255384765625,0.00420025634765625,0.0043373076171875,0.00439064111328125,0.0041387177734375,0.00425346142578125
0.0,0.00404294873046875,0.004021666748046875,0.00410025634765625,0.004103205078125,0.004224615234375,0.00428064111328125,0.00426397412109375,0.00429358984375,0.0042430771484375,0.0041914101562499995,0.0043258974609374995,0.00438897412109375,0.004140641113281249,0.004254358886718749
0.0,0.004057820556640624,0.004040769287109375,0.004115,0.0041148715820312496,0.0042358974609375,0.0042784614257812496,0.004265384765625,0.0042958974609375,0.00422705126953125,0.0042023076171875,0.0043378203125,0.00440102587890625,0.00414576904296875,0.004271794921875
0.0,0.00406346142578125,0.00403653857421875,0.0041237177734375,0.00411474365234375,0.004220384765625,0.0042580771484375,0.00424294873046875,0.00429205126953125,0.00421833349609375,0.0042033334960937495,0.0043519228515625,0.00440576904296875,0.0041555126953124995,0.00427974365234375
0.0,0.006889615234374999,0.00436423095703125,0.006405384765625,0.008400640624999999,0.001973205078125,0.00722064111328125,0.0013126922607421875,0.005185641113281249,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12
0.0,0.0040665385742187496,0.004032179443359375,0.0041241025390625,0.0041137177734375,0.004209615234375,0.00424846142578125,0.004219230957031249,0.004279102539062499,0.004225641113281249,0.00419794873046875,0.00435602587890625,0.004411153808593749,0.00417333349609375,0.004291922851562499
0.0,0.004089871826171875,0.00405384619140625,0.004146666503906249,0.0041255126953125,0.00422653857421875,0.0042571796874999995,0.00423141015625,0.00427974365234375,0.0042262822265625,0.0042062822265625,0.0043623076171875,0.00442294873046875,0.0041791025390625,0.0043062822265624995
0.0,0.0040999999999999995,0.00406525634765625,0.00416012841796875,0.0041312822265625,0.00422512841796875,0.0042562822265625,0.00424115380859375,0.004280384765625,0.00420858984375,0.004206025878906249,0.0043669228515625,0.0044169228515624995,0.00416846142578125,0.00430012841796875
0.0,0.004076794921875,0.00405205126953125,0.0041344873046875,0.00411974365234375,0.0042119228515625,0.0042491025390625,0.004228205078125,0.00427487158203125,0.0041987177734375,0.004200512695312499,0.00436397412109375,0.00439923095703125,0.00416923095703125,0.0042841025390625
0.0,0.0067583334960937495,0.00804,0.006438205078124999,6.435896301269531e-05,0.00473012841796875,0.0059078203125,0.0014439743652343749,0.005218461425781249,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12
0.0,0.004061666748046875,0.004045384521484375,0.004116282226562499,0.00411102587890625,0.0042255126953125,0.0042612822265625,0.00424076904296875,0.004285,0.0042108974609375,0.0042058974609375,0.0043626923828125,0.0043991025390625,0.0041780771484375,0.00428102587890625
0.0,0.00406294873046875,0.004042564208984375,0.00412358984375,0.0041121796875,0.00424141015625,0.00428333349609375,0.00427076904296875,0.0042962822265625,0.004224871582031249,0.004212436035156249,0.00436346142578125,0.00441064111328125,0.00417602587890625,0.004285512695312499
0.0,0.004054230712890625,0.004029487060546875,0.00412294873046875,0.00410833349609375,0.004235,0.0042821796875,0.0042605126953125,0.00428743603515625,0.00422,0.004205641113281249,0.0043605126953125,0.004406794921874999,0.004169615234375,0.004279102539062499
0.0,0.004045,0.004025,0.004118205078125,0.0041044873046875,0.0042271796875,0.00427576904296875,0.00424884619140625,0.0042832050781249995,0.00421987158203125,0.00419987158203125,0.00435641015625,0.00440064111328125,0.00416474365234375,0.0042744873046875
0.0,0.006462948730468749,0.0041016665039062495,0.00650384619140625,0.00022846153259277344,0.00354858984375,0.00446384619140625,0.0011814102783203125,0.00538256396484375,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12
0.0,0.004048076904296875,0.00403525634765625,0.00412153857421875,0.00410897412109375,0.0042328203125,0.00428974365234375,0.0042694873046875,0.00428935888671875,0.00423102587890625,0.0042071796875,0.00434756396484375,0.0044030771484375,0.004157820312499999,0.00427653857421875
0.0,0.004057820556640624,0.00404115380859375,0.0041312822265625,0.00411397412109375,0.00423833349609375,0.004298205078125,0.00426743603515625,0.0042896152343749995,0.00423512841796875,0.00421358984375,0.0043444873046875,0.00439884619140625,0.00415794873046875,0.00427346142578125
0.0,0.004063205078125,0.0040392307128906246,0.00413858984375,0.0041121796875,0.00422923095703125,0.0042812822265625,0.00423666650390625,0.00428705126953125,0.00423705126953125,0.0042141025390624995,0.0043553847656249995,0.0043941025390625,0.0041662822265625,0.00427423095703125
0.0,0.00406025634765625,0.004039871826171874,0.004134615234375,0.0041069228515625,0.00422025634765625,0.00426025634765625,0.0042278203125,0.0042873076171875,0.0042392309570312495,0.00421153857421875,0.0043597436523437495,0.0043994873046875,0.004169615234375,0.00428102587890625
0.0,0.00626602587890625,0.00305141015625,0.006438205078124999,0.0002941025695800781,0.0063055126953124995,0.0018382050781249998,0.00108294873046875,0.0051528203125,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12
0.0,0.004069615478515625,0.004046923095703125,0.00413743603515625,0.0041092309570312496,0.0042280771484374995,0.00426346142578125,0.00424166650390625,0.00428897412109375,0.004245,0.0042187177734375,0.00436935888671875,0.0044155126953125,0.0041769228515625,0.0042891025390625
0.0,0.00408294873046875,0.004052820556640625,0.0041455126953125,0.0041135898437499995,0.00422884619140625,0.0042652563476562495,0.00423935888671875,0.00428923095703125,0.00425115380859375,0.004228205078125,0.004386794921875,0.00442115380859375,0.004188205078125,0.0042926923828124994
0.0,0.004069615478515625,0.004048076904296875,0.00412923095703125,0.0041105126953125,0.0042121796874999996,0.0042480771484374995,0.004225641113281249,0.00429243603515625,0.004242820312499999,0.00422987158203125,0.00438333349609375,0.004411794921875,0.00419064111328125,0.00428935888671875
0.0,0.004061794921875,0.004047435791015625,0.004125384765625,0.00411512841796875,0.0042130771484375,0.0042499999999999994,0.00423423095703125,0.00429756396484375,0.00424153857421875,0.0042380771484375,0.00438384619140625,0.00441987158203125,0.004194102539062499,0.004294615234375
0.0,0.006069102539062499,0.00055705126953125,0.0063725639648437495,0.00039256408691406246,0.0056491025390625,0.0019694871826171872,0.001608076904296875,0.005218461425781249,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12
0.0,0.004088974365234374,0.00406153857421875,0.00415923095703125,0.0041379487304687495,0.00422641015625,0.0042767949218749995,0.0042630771484375,0.00429564111328125,0.00425935888671875,0.00424974365234375,0.0043997436523437496,0.0044405126953125,0.0042062822265625,0.00431166650390625
0.0,0.00410102587890625,0.004064871826171875,0.0041708974609375,0.0041430771484374995,0.004219615234375,0.00427666650390625,0.00426884619140625,0.0042887177734375,0.0042562822265625,0.00424974365234375,0.004393589843749999,0.00443858984375,0.00420858984375,0.0043130771484374995
0.0,0.004073718017578125,0.004049871826171875,0.0041507690429687496,0.0041269228515625,0.00421833349609375,0.0042632050781249995,0.00426897412109375,0.0042951284179687495,0.00423743603515625,0.0042344873046874995,0.00437653857421875,0.0044219228515625,0.0041869228515625,0.004294615234375
0.0,0.00406115380859375,0.004045384521484375,0.00414884619140625,0.00412243603515625,0.0042361538085937496,0.00428564111328125,0.00429564111328125,0.00430974365234375,0.0042478203125,0.004229999999999999,0.00438115380859375,0.00442025634765625,0.0041738461914062495,0.0042869228515625
0.0,0.0058721796875,0.0033139743652343748,0.0062412822265625,0.00039256408691406246,0.00735576904296875,0.0011817949218749998,0.0013126922607421875,0.0052841025390625,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12
0.0,0.004064871826171875,0.004039615478515625,0.0041507690429687496,0.00411205126953125,0.0042357690429687496,0.0042937177734375,0.004281794921875,0.004306794921875,0.004261538574218749,0.0042392309570312495,0.0043778203125,0.00441615380859375,0.00417935888671875,0.0042830771484375
0.0,0.004046794921875,0.004022179443359375,0.00412858984375,0.00409435888671875,0.00421333349609375,0.0042691025390625,0.00423653857421875,0.00429923095703125,0.0042558974609375,0.00424153857421875,0.0043537177734375,0.00440012841796875,0.00417153857421875,0.004267948730468749
0.0,0.00403564111328125,0.00402794873046875,0.0041144873046875,0.0041055126953125,0.004208205078125,0.00426846142578125,0.0042355126953125,0.0043055126953124995,0.00426474365234375,0.0042405126953124995,0.0043546152343749995,0.00440064111328125,0.0041644873046875,0.0042683334960937494
