name,province,appleMapLink
สถานีบริการ บจ.14 ออยล์ ซัคเซส สาขา1,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.14%20%E0%B8%AD%E0%B8%AD%E0%B8%A2%E0%B8%A5%E0%B9%8C%20%E0%B8%8B%E0%B8%B1%E0%B8%84%E0%B9%80%E0%B8%8B%E0%B8%AA%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B21&ll=13.64410300,100.41401700"
ฮาร์เบอร์แลนด์ ศูนย์การค้าเกตเวย์ เอกมัย,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AE%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%9A%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%81%E0%B8%A5%E0%B8%99%E0%B8%94%E0%B9%8C%20%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B9%89%E0%B8%B2%E0%B9%80%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%A7%E0%B8%A2%E0%B9%8C%20%E0%B9%80%E0%B8%AD%E0%B8%81%E0%B8%A1%E0%B8%B1%E0%B8%A2&ll=13.71836600,100.58552400"
ถนนกรุงเทพกรีฑาตัดใหม่,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%91%E0%B8%B2%E0%B8%95%E0%B8%B1%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88&ll=13.75524306,100.71242899"
ลาดพร้าว 80 แยก 22,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7%2080%20%E0%B9%81%E0%B8%A2%E0%B8%81%2022&ll=13.78271300,100.60068300"
สน.ปตท.สำนักงานใหญ่,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9B%E0%B8%95%E0%B8%97.%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88&ll=13.81672500,100.55804500"
หมู่บ้านธนินทร,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%98%E0%B8%99%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3&ll=13.94050700,100.61256200"
เพชรเกษม53,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B9%80%E0%B8%9E%E0%B8%8A%E0%B8%A3%E0%B9%80%E0%B8%81%E0%B8%A9%E0%B8%A153&ll=13.70968360,100.39786520"
สถานีบริการ บจ.เอ ทีม59,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B9%80%E0%B8%AD%20%E0%B8%97%E0%B8%B5%E0%B8%A159&ll=13.72209700,100.73705400"
ตลาดกลางนครร่มเกล้า,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B9%88%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%B2&ll=13.76712900,100.73225000"
ซอยพหลโยธิน 34,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%9E%E0%B8%AB%E0%B8%A5%E0%B9%82%E0%B8%A2%E0%B8%98%E0%B8%B4%E0%B8%99%2034&ll=13.83819650,100.58239680"
พหลโยธิน 52,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%9E%E0%B8%AB%E0%B8%A5%E0%B9%82%E0%B8%A2%E0%B8%98%E0%B8%B4%E0%B8%99%2052&ll=13.88930960,100.62009380"
ทาวน์อินทาวน์,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%97%E0%B8%B2%E0%B8%A7%E0%B8%99%E0%B9%8C%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%B2%E0%B8%A7%E0%B8%99%E0%B9%8C&ll=13.77388700,100.61037400"
ซอยโรงพยาบาลนครธน,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%98%E0%B8%99&ll=13.66266291,100.43364202"
อาคารพาณิชย์ MRT สุทธิสาร,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3%E0%B8%9E%E0%B8%B2%E0%B8%93%E0%B8%B4%E0%B8%8A%E0%B8%A2%E0%B9%8C%20MRT%20%E0%B8%AA%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%AA%E0%B8%B2%E0%B8%A3&ll=13.78933000,100.57439400"
ซอยร่วมมิตรพัฒนา,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%A3%E0%B9%88%E0%B8%A7%E0%B8%A1%E0%B8%A1%E0%B8%B4%E0%B8%95%E0%B8%A3%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2&ll=13.86729000,100.65017800"
เคหะชุมชนดินแดง,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B9%80%E0%B8%84%E0%B8%AB%E0%B8%B0%E0%B8%8A%E0%B8%B8%E0%B8%A1%E0%B8%8A%E0%B8%99%E0%B8%94%E0%B8%B4%E0%B8%99%E0%B9%81%E0%B8%94%E0%B8%87&ll=13.77122030,100.55700600"
หน้าโรงพยาบาลพญาไท3,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%9E%E0%B8%8D%E0%B8%B2%E0%B9%84%E0%B8%973&ll=13.72348900,100.46327800"
Monster Land พุทธบูชา,กรุงเทพมหานคร,"https://maps.apple.com/?q=Monster%20Land%20%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%9A%E0%B8%B9%E0%B8%8A%E0%B8%B2&ll=13.67859700,100.47106500"
สน.หจก.รุ่งเรืองวังสะพุงมาร์ท สาขา 2,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%87%E0%B8%A1%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%97%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%202&ll=13.84610000,100.73290000"
สำนักงานขนส่งกรุงเทพมหานครพื้นที่ 1,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%82%E0%B8%99%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%B7%E0%B9%89%E0%B8%99%E0%B8%97%E0%B8%B5%E0%B9%88%201&ll=13.62101800,100.43858800"
โรงพยาบาลสงฆ์,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%AA%E0%B8%87%E0%B8%86%E0%B9%8C&ll=13.76145890,100.52671550"
ซอยสุภาพงษ์ 1 แยก 3,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%AA%E0%B8%B8%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C%201%20%E0%B9%81%E0%B8%A2%E0%B8%81%203&ll=13.69065280,100.63982130"
สถานีบริการ บจ.เอม ฟอร์,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B9%80%E0%B8%AD%E0%B8%A1%20%E0%B8%9F%E0%B8%AD%E0%B8%A3%E0%B9%8C&ll=13.75188600,100.68663500"
โรงพยาบาลสินแพทย์ เสรีรักษ์,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%20%E0%B9%80%E0%B8%AA%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C&ll=13.81104400,100.71721600"
สน.บจ.พลังไทยเพื่อไทย,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88.%E0%B8%9E%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B9%84%E0%B8%97%E0%B8%A2&ll=13.78800000,100.67788000"
สน.บจ.พลังไทยเพื่อไทย(สาขา1),กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88.%E0%B8%9E%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B9%84%E0%B8%97%E0%B8%A2%28%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B21%29&ll=13.88787100,100.60433000"
สวนผัก 6 ข้างซอยขนส่งตลิ่งชัน,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%9C%E0%B8%B1%E0%B8%81%206%20%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%82%E0%B8%99%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B8%95%E0%B8%A5%E0%B8%B4%E0%B9%88%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%99&ll=13.79458830,100.45616870"
สถานีบริการ บจ.รัตนศิริออยล์,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%A8%E0%B8%B4%E0%B8%A3%E0%B8%B4%E0%B8%AD%E0%B8%AD%E0%B8%A2%E0%B8%A5%E0%B9%8C&ll=13.64121800,100.43264900"
ซอยโรงพยาบาลเจ้าพระยา,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B2&ll=13.78281400,100.47091800"
ซอยรางน้ำ,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%A3%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B9%89%E0%B8%B3&ll=13.75900870,100.54169500"
สถาบันประสาทวิทยา,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%9A%E0%B8%B1%E0%B8%99%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%AA%E0%B8%B2%E0%B8%97%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B8%B2&ll=13.76888400,100.52727960"
ศูนย์การค้าอินทราสแควร์,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B9%89%E0%B8%B2%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B2%E0%B8%AA%E0%B9%81%E0%B8%84%E0%B8%A7%E0%B8%A3%E0%B9%8C&ll=13.75306300,100.54053500"
ตลาดกรีนวิลล์ พุทธมณฑลสาย2,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B8%A7%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C%20%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5%E0%B8%AA%E0%B8%B2%E0%B8%A22&ll=13.79227180,100.39485420"
รามอินทรา 67,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%A3%E0%B8%B2%E0%B8%A1%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B2%2067&ll=13.84779600,100.65301600"
โครงการ The master อ่อนนุช2,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%20The%20master%20%E0%B8%AD%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B8%E0%B8%8A2&ll=13.71183640,100.63984120"
บจ.เจียง-อัศวรรณ หนองคาย สาขาลาดกระบัง,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88.%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B8%A2%E0%B8%87-%E0%B8%AD%E0%B8%B1%E0%B8%A8%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93%20%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B1%E0%B8%87&ll=13.72067100,100.79257100"
ริมถนนสุรวงศ์,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C&ll=13.72669000,100.52120000"
ปากซอยลาดพร้าว 101,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7%20101&ll=13.77469300,100.63004400"
เอสซีจี รามอินทรา,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B8%8B%E0%B8%B5%E0%B8%88%E0%B8%B5%20%E0%B8%A3%E0%B8%B2%E0%B8%A1%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B2&ll=13.81232180,100.69461860"
ซอยพบมิตร สุขุมวิท39,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%9E%E0%B8%9A%E0%B8%A1%E0%B8%B4%E0%B8%95%E0%B8%A3%20%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%9739&ll=13.74288000,100.57148000"
ตลาดสะพานสอง,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%AD%E0%B8%87&ll=13.79675400,100.59060100"
ตลาดเคหะออเงิน,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B9%80%E0%B8%84%E0%B8%AB%E0%B8%B0%E0%B8%AD%E0%B8%AD%E0%B9%80%E0%B8%87%E0%B8%B4%E0%B8%99&ll=13.90724400,100.67376500"
สน.บจ.ดีดี พร๊อพเพอร์ตี้ แอนด์พาร์ทเนอร์,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88.%E0%B8%94%E0%B8%B5%E0%B8%94%E0%B8%B5%20%E0%B8%9E%E0%B8%A3%E0%B9%8A%E0%B8%AD%E0%B8%9E%E0%B9%80%E0%B8%9E%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%95%E0%B8%B5%E0%B9%89%20%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%97%E0%B9%80%E0%B8%99%E0%B8%AD%E0%B8%A3%E0%B9%8C&ll=13.86558220,100.68091810"
ศาลาว่าการกรุงเทพมหานคร,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%A8%E0%B8%B2%E0%B8%A5%E0%B8%B2%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3&ll=13.75388000,100.50129900"
กองบัญชาการกองทัพอากาศ,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%81%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%81%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%B1%E0%B8%9E%E0%B8%AD%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A8&ll=13.92230400,100.62191500"
โรงเรียนแช่มเสริม,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B9%81%E0%B8%8A%E0%B9%88%E0%B8%A1%E0%B9%80%E0%B8%AA%E0%B8%A3%E0%B8%B4%E0%B8%A1&ll=13.83047700,100.65023260"
สถานีบริการ บจ.สมบูรณ์สินปิโตรเลียม,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AA%E0%B8%A1%E0%B8%9A%E0%B8%B9%E0%B8%A3%E0%B8%93%E0%B9%8C%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=13.78267600,100.56704000"
สถานีบริการ บจ.ดีเยี่ยม อินโนเวชั่น,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%94%E0%B8%B5%E0%B9%80%E0%B8%A2%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A1%20%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%A7%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99&ll=13.75116700,100.68710300"
ลาดพร้าว 71,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7%2071&ll=13.79361200,100.60872500"
True Digital Park,กรุงเทพมหานคร,"https://maps.apple.com/?q=True%20Digital%20Park&ll=13.68612500,100.61148000"
ซอยปรีดีพนมยงค์ 16,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%9B%E0%B8%A3%E0%B8%B5%E0%B8%94%E0%B8%B5%E0%B8%9E%E0%B8%99%E0%B8%A1%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B9%8C%2016&ll=13.72077100,100.59595500"
กรีนเพลส จันทน์43,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%AA%20%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%99%E0%B9%8C43&ll=13.70262187,100.52211081"
@Ekkamai,กรุงเทพมหานคร,"https://maps.apple.com/?q=%40Ekkamai&ll=13.73336560,100.58724720"
หมู่บ้านสุขสันต์6,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%AA%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B9%8C6&ll=13.69675000,100.40662000"
สถานีบริการ บจ.วณิช สเตชั่น,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%A7%E0%B8%93%E0%B8%B4%E0%B8%8A%20%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99&ll=13.65103780,100.44285800"
ปากซอยพัฒนาชนบท3,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%9A%E0%B8%973&ll=13.73171600,100.71620900"
สถานีบริการ บจ.เลิศพระราม 9,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B9%80%E0%B8%A5%E0%B8%B4%E0%B8%A8%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A3%E0%B8%B2%E0%B8%A1%209&ll=13.74303000,100.61299000"
โรงพยาบาลปิยะเวท,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%9B%E0%B8%B4%E0%B8%A2%E0%B8%B0%E0%B9%80%E0%B8%A7%E0%B8%97&ll=13.75364000,100.58005000"
หน้ายูเนียนมอลล์,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%A2%E0%B8%B9%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B8%A1%E0%B8%AD%E0%B8%A5%E0%B8%A5%E0%B9%8C&ll=13.81260140,100.56232980"
สราญสิริ-รามอินทรา 2,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%A3%E0%B8%B2%E0%B8%8D%E0%B8%AA%E0%B8%B4%E0%B8%A3%E0%B8%B4-%E0%B8%A3%E0%B8%B2%E0%B8%A1%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B2%202&ll=13.85304850,100.70660910"
สถานีบริการ บจ.บีจี สเตชั่น สาขา 1,กรุงเทพมหานคร,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%9A%E0%B8%B5%E0%B8%88%E0%B8%B5%20%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%201&ll=13.79718400,100.38266100"
