Brand,Project,Location,Floor,Type,Time,Map,,,,,,,,,
Café Amazon,"Chanphen Gas Co., Ltd.",Chonburi,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%8D%E0%B9%81%E0%B8%81%E0%B9%8A%E0%B8%AA&ll=13.14525400,100.91624200",,,,,,,,,
Café Amazon,"Chanphen Laemchabang Co., Ltd.",Chonburi,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%8D%E0%B9%81%E0%B8%AB%E0%B8%A5%E0%B8%A1%E0%B8%89%E0%B8%9A%E0%B8%B1%E0%B8%87&ll=13.09865680,100.90054586",,,,,,,,,
Café Amazon,"Chanphen Laemchabang Co., Ltd. Service Station",Chonburi,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%88%E0%B8%B1%E0 %B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%8D%E0%B9%81%E0%B8 %AB%E0%B8%A5%E0%B8%A1%E0%B8%89%E0%B8%9A%E0%B8%B1%E0%B8%87&ll=13.11472500,101.05198300",,,,,,,,,
Café Amazon,Chanphen Police Station,Suphan Buri,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88.%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%8D%20%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99&ll=14.77630600,99.91163900",,,,,,,,,
Café Amazon,"Chanphen PTT Sriracha Co., Ltd.",Chonburi,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%9E%E0%B9%8 7%E0%B8%8D%20%E0%B8%9B%E0%B8%95%E0%B8%97.%20%E0%B8%A8%E0%B8%A3%E0%B 8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2&ll=13.11738900,101.05190300",,,,,,,,,
Café Amazon,"Chanprasit Petroleum Co., Ltd.",Saraburi,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%AA %E0%B8%B4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B9%8C%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95 %E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=14.46329500,100.90719300",,,,,,,,,
Café Amazon,"Chansenoil Co., Ltd.",Nakhon Sawan,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B9%80%E0%B8%AA%E0%B8%99%E0%B8%AD%E0%B8%AD%E0%B8%A2%E0%B8%A5%E0%B9%8C&ll=15.10406000,100.38853000",,,,,,,,,
Café Amazon,"Chanthip Oil Co., Ltd.",Nakhon Si Thammarat,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B8%97%E0%B8%B4%E0%B8%9E%E0%B8%A2%E0%B9%8C%E0%B8%AD%E0%B8%AD%E0%B8%A2%E0%B8%A5%E0%B9%8C&ll=8.15092100,99.67591100",,,,,,,,,
Café Amazon,Chao Lao Beach,Chanthaburi,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%B2%E0%B8%94%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B2%E0%B8%A7&ll=12.55458090,101.92049320",,,,,,,,,
Café Amazon,Chao Phraya 2,Nonthaburi,,,,"https://maps.apple.com/?q=%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B2%202&ll=13.84212450,100.44353310",,,,,,,,,
Café Amazon,"Chao Phraya Chainat Service Co., Ltd.",Chai Nat,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B2 %E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%99%E0%B8%B2%E0%B8%97%E0%B8%9A%E0%B 8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3&ll=15.19021800,100.13094200",,,,,,,,,
Café Amazon,Chao Phraya Fresh Market,Chonburi,,,,"https://maps.apple.com/?q=%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%AA%E0%B8%94%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B2&ll=13.13061220,100.99898850",,,,,,,,,
Café Amazon,Chao Phraya Plaza,Nonthaburi,,,,"https://maps.apple.com/?q=%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%9E%E0%B8%A5%E0%B8%B2%E0%B8%8B%E0%B9%88%E0%B8%B2&ll=13.84555300,100.43969200",,,,,,,,,
Café Amazon,Chao Phraya Surasak Municipality,Chonburi,,,,"https://maps.apple.com/?q=%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%9E%E0%B8%A3% E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%A8%E0%B 8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C&ll=13.12469240,100.99911570",,,,,,,,,
Café Amazon,Chao Phraya Yommaraj Hospital,Suphan Buri,,,,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%A2%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%8A&ll=14.46613940,100.11674170",,,,,,,,,
Café Amazon,Chao Phraya Yommaraj Hospital,Suphan Buri,,,,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%A2%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%8A&ll=14.46624846,100.11623025",,,,,,,,,
Café Amazon,Chao Samran Beach,Phetchaburi,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%B2%E0%B8%94%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AA%E0%B8%B3%E0%B8%A3%E0%B8%B2%E0%B8%8D&ll=13.00639500,100.06352600",,,,,,,,,
Café Amazon,Charan 35,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%88%E0%B8%A3%E0%B8%B1%E0%B8%8D%E0%B8%AF35&ll=13.75666480,100.45430730",,,,,,,,,
Café Amazon,Charansanitwong 25,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%88%E0%B8%A3%E0%B8%B1%E0%B8%8D%E0%B8%AA%E0%B8%99%E0%B8%B4%E0%B8%97%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C25&ll=13.74847210,100.46990500",,,,,,,,,
Café Amazon,Charansanitwong 3,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%88%E0%B8%A3%E0%B8%B1%E0%B8%8D%E0%B8%AA%E0%B8%99%E0%B8%B4%E0%B8%97%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C%203&ll=13.73285570,100.46841300",,,,,,,,,
Café Amazon,Charansanitwong 44,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%88%E0%B8%A3%E0%B8%B1%E0%B8%8D%E0%B8%AA%E0%B8%99%E0%B8%B4%E0%B8%97%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C%2044&ll=13.77824630,100.48631580",,,,,,,,,
Café Amazon,Chari Police Station,Nonthaburi,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88.%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B8%B5&ll=13.92506700,100.43579600",,,,,,,,,
Café Amazon,"Chariya Petroleum Co., Ltd.",Nakhon Ratchasima,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%20%E0%B8%AB%E0%B8%88%E0%B8%81.%20%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%A2%E0%B8%B0%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=15.06939900,102.20709700",,,,,,,,,
Café Amazon,Charoen Krung 109,Bangkok,,,,"https://maps.apple.com/?q=%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%20109&ll=13.69494560,100.49478250",,,,,,,,,
Café Amazon,Charoen Krung 109,Bangkok,,,,"https://maps.apple.com/?q=%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87109&ll=13.69494320,100.49480510",,,,,,,,,
Café Amazon,Charoen Krung Police Station 87,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%2087&ll=13.70560363,100.50670245",,,,,,,,,
Café Amazon,"Charoen Nakhon Chiang Mai Co., Ltd.",Chiang Mai,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88&ll=18.95757700,98.98304900",,,,,,,,,
Café Amazon,Charoen Rat Road Morning Market Community,Loey,,,,"https://maps.apple.com/?q=%E0%B8%8A%E0%B8%B8%E0%B8%A1%E0%B8%8A%E0%B8%99%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B9%89% E0%B8%B2%E0%B8%96%E0%B8%99%E0%B8%99%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B 8%B4%E0%B8%8D%E0%B8%A3%E0%B8%B1%E0%B8%90&ll=17.49090600,101.73186100",,,,,,,,,
Café Amazon,Charoen Suk Mongkhon Chit Cycling Field,Samut Prakan,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99%E0%B8%B2%E0%B8%A1%E0%B8%9B%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3%E0%B8%A2%E0%B8%B2%E0%B8%99% E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A1% E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%88%E0%B8%B4%E0%B8%95&ll=13.70996220,100.77808550",,,,,,,,,
Café Amazon,"Charoen Suk Oil Co., Ltd. Service Station",Chaiyaphum,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8 %81.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%AA%E0%B8%B8%E0%B8%82 %20%E0%B8%AD%E0%B8%AD%E0%B8%A2%E0%B8%A5%E0%B9%8C&ll=15.56800400,101.84986400",,,,,,,,,
Café Amazon,"Charoen Suk Service Maejaem Co., Ltd. Service Station",Chiang Mai,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0 %B8%8D%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B9%80%E0%B8%8B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A7%E0%B8%B4% E0%B8%AA%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%81%E0%B8%88%E0%B9%88%E0%B8%A1&ll=18.49974950,98.36415100",,,,,,,,,
Café Amazon,"Charoenchai Market, Makham Khu",Rayong,,,,"https://maps.apple.com/?q=%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%8A%E0%B8%B1%E0%B8%A2%20%E0%B8%A1%E0%B8%B0%E0%B8%82%E0%B8%B2%E0%B8%A1%E0%B8%84%E0%B8%B9%E0%B9%88&ll=12.85475500,101.09400300",,,,,,,,,
Café Amazon,"Charoenchai Service Co., Ltd.",Surin,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B9%84%E0%B8%8A%E0%B8%A2%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3&ll=14.87297400,103.50610900",,,,,,,,,
Café Amazon,"Charoenchai Service Co., Ltd. (1)",Surin,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0% B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B9%84%E0%B8%8A%E0%B8%A2%E0%B8%9A%E0 %B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%281%29&ll=15.00210000,103.58120000",,,,,,,,,
Café Amazon,"Charoenchai Surin Petroleum Co., Ltd.",Surin,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B9%84%E0%B8%8A%E0%B8%A2%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B 8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0 %B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=14.88833700,103.42056900",,,,,,,,,
Café Amazon,"Charoenchaisurin Co., Ltd. Service Station",Surin,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B9%80%E0 %B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B9%84%E0%B8%8A%E0%B8%A2%E0%B8%AA%E0%B8%B8%E 0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C&ll=14.88088800,103.48844900",,,,,,,,,
Café Amazon,"Charoenchaisurin Service Co., Ltd.",Surin,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B9%84%E0%B8%8A%E0%B8%A2%E0%B8%AA %E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B8%9A %E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3&ll=14.90121100,103.50323700",,,,,,,,,
Café Amazon,"Charoenkijphan Group Co., Ltd.",Nakhon Nayok,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%A0%E0%B8%B1%E0%B8%93%E0%B8%91%E0%B9%8C%20%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B9%8A%E0%B8%9B&ll=14.20355600,101.20385700",,,,,,,,,
Café Amazon,"Charoenkijphan Petroleum Co., Ltd. Service Station",Nakhon Nayok,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D %E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%A0%E0%B8%B1%E0%B8%93%E0%B8%91%E0%B9%8C%20%E0%B8%9B%E0%B8%B4%E0 %B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=14.26650800,101.06259400",,,,,,,,,
Café Amazon,Charoenkrung Pracharak Hospital,Bangkok,,,,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D% E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B 8%B2%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C&ll=13.69486800,100.49491600",,,,,,,,,
Café Amazon,Charoenlap 5 Khlong 8,Pathum Thani,,,,"https://maps.apple.com/?q=%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%A5%E0%B8%B2%E0%B8%A0%205%20%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%208&ll=14.03724200,100.78184400",,,,,,,,,
Café Amazon,"Charoenlongphanich Co., Ltd.",Kanchanaburi,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%88%E0%B8%A3%E0%B8%A3%E0%B9%82%E0%B8%A5%E0%B8%87%E0%B8%9E%E0%B8%B2%E0%B8%99%E0%B8%B4%E0%B8%8A&ll=13.97966700,99.62343370",,,,,,,,,
Café Amazon,"Charoenphol Power Sustainable Co., Ltd. 2497",Chaiyaphum,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%9C%E0%B8%A5 %20%E0%B8%9E%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%A2%E0%B8%B1%E0%B9%88%E 0%B8%87%E0%B8%A2%E0%B8%B7%E0%B8%99%202497&ll=16.40978340,102.35685680",,,,,,,,,
Café Amazon,"Charoenphol Power Thai Co., Ltd.",Chaiyaphum,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%9C%E0%B8%A5%E0%B8%9E%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B9%84%E0%B8%97%E0%B8%A2&ll=16.10046280,102.26314950",,,,,,,,,
Café Amazon,"Charoenphon Petroleum Co., Ltd., Tung Yao",Trang,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%9E%E0%B8%A3%E0%B8%9B%E0%B8%B4%E 0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1%E0%B8%97 %E0%B8%B8%E0%B9%88%E0%B8%87%E0%B8%A2%E0%B8%B2%E0%B8%A7&ll=7.20774400,99.71663500",,,,,,,,,
Café Amazon,Charoensak Thani Oil Police Station,Chachoengsao,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%AD%E0%B8%AD%E0%B8%A2%E0%B8%A5%E0%B9%8C&ll=13.66829800,101.08826500",,,,,,,,,
Café Amazon,Charoensin Place Hotel,Buriram,,,,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%81%E0%B8%A3%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%AA&ll=15.00307000,103.10738600",,,,,,,,,
Café Amazon,Charoensri Park,Udon Thani,,,,"https://maps.apple.com/?q=%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%9B%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%84&ll=17.41896590,102.78548930",,,,,,,,,
Café Amazon,"Charoenthap Co., Ltd., Chaiyaphum Police Station",Chaiyaphum,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%97%E0%B8 %A3%E0%B8%B1%E0%B8%9E%E0%B8%A2%E0%B9%8C%20%E0%B8%8A%E0%B8%B1%E0%B8 %A2%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4&ll=15.79044690,101.99678100",,,,,,,,,
Café Amazon,"Charoenthap Nong Ruea Co., Ltd.",Khon Kaen,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%97%E0%B8%A3 %E0%B8%B1%E0%B8%9E%E0%B8%A2%E0%B9%8C%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B 8%87%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD&ll=16.48637500,102.48335200",,,,,,,,,
Café Amazon,"Charunee Petroleum Co., Ltd.",Kalasin,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%88%E0%B8%B2%E0%B8%A3%E0%B8%B8%E0%B8%93%E0%B8%B5%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=16.64278100,103.71201300",,,,,,,,,
Café Amazon,"Charunee Petroleum Co., Ltd. Service Station",Kalasin,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%88 %E0%B8%B2%E0%B8%A3%E0%B8%B8%E0%B8%93%E0%B8%B5%20%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%9 5%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=16.64224080,103.71211230",,,,,,,,,
Café Amazon,"Charuwong Gas Bung Kan Co., Ltd.",Bueng Kan,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%88%E0%B8%B2%E0%B8%A3%E0%B8%B8%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C%E0%B8%81%E0%B9%8A%E0%B8%B2%E0%B8%8B%E0%B8%9A%E0%B8%B6%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%AC&ll=18.34838800,103.63824200",,,,,,,,,
Café Amazon,"Chatcharoen Service Co., Ltd.",Khon Kaen,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%89%E0%B8%B1%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3&ll=15.73344100,102.79103500",,,,,,,,,
Café Amazon,Chatchawan Market Khlong 7,Pathum Thani,,,,"https://maps.apple.com/?q=%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%8A%E0%B8%B1%E0%B8%8A%E0%B8%A7%E0%B8%B2%E0%B8%A5%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%207&ll=13.96492000,100.74671000",,,,,,,,,
