Brand,Project,Location,Floor,Type,Time,Map,,,,,,,,,
Café Amazon,TU Dome,Pathum Thani,,,,"https://maps.apple.com/?q=%E0%B8%97%E0%B8%B5%E0%B8%A2%E0%B8%B9%E0%B9%82%E0%B8%94%E0%B8%A1&ll=14.06525000,100.60100000",,,,,,,,,
Café Amazon,TU Dome Plaza,Pathum Thani,,,,"https://maps.apple.com/?q=TU%20Dome%20Plaza&ll=14.06527778,100.60027778",,,,,,,,,
Café Amazon,Tuangsit Service Police Station,Sa Kaeo,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%95%E0%B8%A7%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B9%8C%E0%B9%80%E0%B8%8B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A7%E0%B8%B4%E0%B8%AA&ll=13.50843495,102.17759570",,,,,,,,,
Café Amazon,Tung Kaew Market,Lampang,,,,"https://maps.apple.com/?q=%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%97%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%A7%E0%B8%B5%E0%B8%A2%E0%B8%99&ll=18.32722800,99.28238600",,,,,,,,,
Café Amazon,Tung Lung Market,Songkhla,,,,"https://maps.apple.com/?q=%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%97%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B8%A5%E0%B8%B8%E0%B8%87&ll=6.84796600,100.47041300",,,,,,,,,
Café Amazon,"Tung Yang Daeng Enterprise Co., Ltd.",Pattani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%97%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%94%E0% B8%87%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E 0%B9%8C%E0%B9%84%E0%B8%9E%E0%B8%A3%E0%B8%AA%E0%B9%8C&ll=6.62667942,101.43112280",,,,,,,,,
Café Amazon,"Tungsong Petroleum Co., Ltd.",Nakhon Si Thammarat,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%97%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B8%AA%E0%B8%87%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=8.15775659,99.66997238",,,,,,,,,
Café Amazon,"Tuyong Petroleum Co., Ltd.",Pattani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%95%E0%B8%B8%E0%B8%A2%E0%B8%87%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=6.84461938,101.18527200",,,,,,,,,
Café Amazon,"TVS Oil Co., Ltd. (Branch)",Si Sa Ket,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%97%E0%B8%B5.%E0%B8%A7%E0%B8%B5.%E0%B9%80%E0%B8%AD%E0%B8%AA.%E0%B8%AD%E0%B8%AD%E0%B8%A2%E0%B8%A5%E0%B9%8C%28%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%29&ll=15.12839667,104.27877130",,,,,,,,,
Café Amazon,Tweekit Saraburi,Saraburi,,,,"https://maps.apple.com/?q=%E0%B8%97%E0%B8%A7%E0%B8%B5%E0%B8%81%E0%B8%B4%E0%B8%88%20%E0%B8%AA%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5&ll=14.52500420,100.91820300",,,,,,,,,
Café Amazon,Tweekit Supercenter,Buriram,,,,"https://maps.apple.com/?q=%E0%B8%97%E0%B8%A7%E0%B8%B5%E0%B8%81%E0%B8%B4%E0%B8%88%20%E0%B8%8B%E0%B8%B8%E0%B8%9B%E0%B9%80%E0%B8%9B%E0% B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%8B%E0%B9%87%E0%B8%99%E0%B9% 80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C&ll=14.99004900,103.08678400",,,,,,,,,
Café Amazon,"Twin Lotus Resort & Spa Co., Ltd.",Samut Prakan,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88.%E0%B8%97%E0%B8%A7%E0%B8%B4%E0%B8%99%20%E0%B9%82%E0%B8%A5%E0%B8%95%E0%B8%B1%E0%B8%AA%20%E0%B8%A3%E0%B8%B5 %E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97%20%E0%B9%81%E0%B8%AD%E0%B8%99 %E0%B8%94%E0%B9%8C%20%E0%B8%AA%E0%B8%9B%E0%B8%B2&ll=13.70116300,100.73348700",,,,,,,,,
Café Amazon,"Twin Petroleum Co., Ltd.",Chumphon,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%9D%E0%B8%B2%E0%B9%81%E0%B8%9D%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=9.73080800,99.10197100",,,,,,,,,
Café Amazon,U Thong Hospital,Suphan Buri,,,,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%AD%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%AD%E0%B8%87&ll=14.34872200,99.87189300",,,,,,,,,
Café Amazon,U-Tapao Airport (Arrival Passengers),Rayong,,,,"https://maps.apple.com/?q=%E0%B8%97%E0%B9%88%E0%B8%B2%E0%B8%AD%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%A2%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B9%E0%B9%88%E0%B8%95%E0%B8%B0%E0%B9%80%E0%B 8%A0%E0%B8%B2%20%28%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B9%82%E0%B8%94%E0%B8%A2%E0%B8%AA%E0%B8%B2% E0%B8%A3%E0%B8%82%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B9%89%E0%B8%B2%29&ll=12.68075890,101.00391000",,,,,,,,,
Café Amazon,U-VILLAGE Huatalay,Nakhon Ratchasima,,,,"https://maps.apple.com/?q=U-VILLAGE%20%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B8%97%E0%B8%B0%E0%B9%80%E0%B8%A5&ll=14.95024400,102.15119000",,,,,,,,,
Café Amazon,"U.T. Co., Ltd. (2014)",Prachuap Khiri Khan,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88.%E0%B8%A2%E0%B8%B9.%E0%B8%97%E0%B8%B5.%20%282014%29&ll=11.50514100,99.60659680",,,,,,,,,
Café Amazon,"Uairat Cha-am Petroleum Co., Ltd.",Phetchaburi,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%B8%E0%B9%84%E0%B8%A3%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8 C%E0%B8%8A%E0%B8%B0%E0%B8%AD%E0%B8%B3%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0% B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=12.81565900,99.94250600",,,,,,,,,
Café Amazon,"Ubon Burapha Petroleum Co., Ltd. Service Station",Ubon Ratchathani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%B8%E0%B 8%9A%E0%B8%A5%E0%B8%9A%E0%B8%B9%E0%B8%A3%E0%B8%9E%E0%B8%B2%20%E0%B8%9B%E0%B8%B4%E0%B9%82% E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=15.13336200,105.45846200",,,,,,,,,
Café Amazon,"Ubon Gateway Co., Ltd.",Ubon Ratchathani,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%20%E0%B9%80%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%A7%E0%B8%A2%E0%B9%8C&ll=15.29382400,104.83686300",,,,,,,,,
Café Amazon,"Ubon Namthap Petroleum Co., Ltd. Service Station",Ubon Ratchathani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0 %B8%99%E0%B8%B3%E0%B8%97%E0%B8%A3%E0%B8%B1%E0%B8%9E%E0%B8%A2%E0%B9%8C%E0%B8%9B%E0%B8%B4%E0%B9 %82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=15.25180100,104.84019600",,,,,,,,,
Café Amazon,Ubon Ratchathani University Police Station,Ubon Ratchathani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B8%B2%E0%B8%A5%E0%B8%B1 %E0%B8%A2%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%A3%E0%B8%B2%E0%B 8%8A%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5&ll=15.11257000,104.90119000",,,,,,,,,
Café Amazon,Ubon Square Project,Ubon Ratchathani,,,,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%AA%E0%B9%81%E0%B8%84%E0%B8%A7%E0%B8%A3%E0%B9%8C&ll=15.26925800,104.84061100",,,,,,,,,
Café Amazon,"Ubon-Kudlad Petroleum Co., Ltd.",Ubon Ratchathani,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5-%E0%B8%81%E0%B8%B8%E0%B8%94%E0%B8%A5%E0%B8%B2%E0%B8%94 %E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3 %E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=15.26654400,104.92331900",,,,,,,,,
Café Amazon,"Ubon-Trakan Petroleum Co., Ltd.",Ubon Ratchathani,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5-%E0%B8%95%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=15.29353200,104.88858500",,,,,,,,,
Café Amazon,"Ubonkit Anan Petroleum Co., Ltd.",Ubon Ratchathani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%AD%E0%B8%99 %E0%B8%B1%E0%B8%99%E0%B8%95%E0%B9%8C%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B 8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=15.17722860,104.85654250",,,,,,,,,
Café Amazon,"Ubonkitkunanan Petroleum Co., Ltd. Service Station",Si Sa Ket,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%81%E0%B8%B4%E0 %B8%88%E0%B8%84%E0%B8%B9%E0%B8%93%E0%B8%AD%E0%B8%99%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B9%8C%E0%B8%9B%E0%B8 %B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=14.92656400,104.72590500",,,,,,,,,
Café Amazon,"Ubonrat Service Co., Ltd.",Khon Kaen,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%20%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3&ll=16.77573943,102.63548724",,,,,,,,,
Café Amazon,"Ubonrat Service Co., Ltd.",Khon Kaen,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3&ll=16.77573943,102.63548724",,,,,,,,,
Café Amazon,"UD TOWN Shopping Center, Udon Thani",Udon Thani,,,,"https://maps.apple.com/?q=%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B9%89%E0%B8%B2%20UD%20TOWN%20%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5&ll=17.40233640,102.80434050",,,,,,,,,
Café Amazon,"Udom Phatthana Buawan Co., Ltd. 1992",Nakhon Pathom,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A1%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B9%88%E0%B8%99%201992&ll=14.15894100,100.21114300",,,,,,,,,
Café Amazon,"Udomchai Oil Co., Ltd.",Samut Sakhon,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88.%E0%B8%AD.%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A1%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%AD%E0%B8%AD%E0%B8%A2%E0%B8%A5%E0%B9%8C&ll=13.63477200,100.09280300",,,,,,,,,
Café Amazon,"Udomchai Oil Co., Ltd. Police Station",Samut Sakhon,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A1%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%AD%E0%B8%AD%E0%B8%A2%E0%B8%A5%E0%B9%8C&ll=1.00000000,1.00000000",,,,,,,,,
Café Amazon,"Udomchaiwit Co., Ltd.",Nakhon Pathom,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A1%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B9%8C&ll=13.73766400,100.24201300",,,,,,,,,
Café Amazon,"Udomdet Power Energy Co., Ltd. Service Station",Roi Et,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A1%E0%B9%80%E0%B8%9 4%E0%B8%8A%E0%B8%9E%E0%B8%B2%E0%B8%A7%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%AD %E0%B8%99%E0%B9%80%E0%B8%99%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A2%E0%B8%B5&ll=16.11806000,103.65766000",,,,,,,,,
Café Amazon,Udomsuk Market,Prachin Buri,,,,"https://maps.apple.com/?q=%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A1%E0%B8%AA%E0%B8%B8%E0%B8%82&ll=14.06616840,101.80668530",,,,,,,,,
Café Amazon,"Udon Siam Petroleum Co., Ltd.",Udon Thani,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%AA%E0%B8%A2%E0%B8%B2%E0%B8%A1%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=17.33609500,102.83384700",,,,,,,,,
Café Amazon,"Udon Thani - Khon Kaen Branch Police Station, Km. 111, Station Code 70002",Udon Thani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%20%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5%20-%20%E0%B8%82%E0%B8%AD%E0 %B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99%20%E0%B8%81%E0%B8%A1.111%20%E0%B8%A3%E0%B8%AB%E0%B 8%B1%E0%B8%AA%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%2070002&ll=17.35945024,102.81989157",,,,,,,,,
Café Amazon,"Udon Thani - Udon Dusit Branch Police Station, Km.121 Station Code 70001",Udon Thani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%20%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5%20-%20%E0%B8%AD%E0%B8%B8%E0%B8%94%E0 %B8%A3%E0%B8%94%E0%B8%B8%E0%B8%A9%E0%B8%8E%E0%B8%B5%20%E0%B8%81%E0%B8%A1.121%20%E0%B8%A3%E0%B8%AB% E0%B8%B1%E0%B8%AA%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%2070001&ll=17.44587310,102.79206770",,,,,,,,,
Café Amazon,"Udon Thani International Airport, 1st Floor",Udon Thani,,,,"https://maps.apple.com/?q=%E0%B8%97%E0%B9%88%E0%B8%B2%E0%B8%AD%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%A2%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%99%E0%B8%B2%E0%B8%8A %E0%B8%B2%E0%B8%95%E0%B8%B4%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0% B8%99%E0%B8%B5%20%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99%201&ll=17.38604200,102.77522500",,,,,,,,,
Café Amazon,"Udon Thani International Airport, 2nd Floor",Udon Thani,,,,"https://maps.apple.com/?q=%E0%B8%97%E0%B9%88%E0%B8%B2%E0%B8%AD%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%A2%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%99%E0%B8%B2%E0%B8%8A %E0%B8%B2%E0%B8%95%E0%B8%B4%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0% B8%99%E0%B8%B5%20%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99%202&ll=17.38604200,102.77522500",,,,,,,,,
Café Amazon,Udon Thani Provincial Post Office,Udon Thani,,,,"https://maps.apple.com/?q=%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%97%E0%B8%B3%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%84%E0%B8%9B%E0%B8%A3%E0%B8%A9%E0%B8%93%E0%B8%B5%E0%B8%A2%E0%B 9%8C%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%AD%E0%B8% B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5&ll=17.41624100,102.78760600",,,,,,,,,
Café Amazon,Udon Thani Provincial Transport Office (No. 2),Udon Thani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%82%E0%B8%99%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0 %B8%B1%E0%B8%94%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5%20%28%E 0%B9%81%E0%B8%AB%E0%B9%88%E0%B8%87%E0%B8%97%E0%B8%B5%E0%B9%88%202%29&ll=17.26967290,102.87956770",,,,,,,,,
Café Amazon,Udon Thani Rajabhat University,Udon Thani,,,,"https://maps.apple.com/?q=%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%A2%E0%B8%A3%E0%B 8%B2%E0%B8%8A%E0%B8%A0%E0%B8%B1%E0%B8%8E%E0%B8%AD%E0%B8%B8%E0%B8%94%E0 %B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5&ll=17.39796550,102.79357710",,,,,,,,,
Café Amazon,"Udonchaiwatana Petroleum Co., Ltd.",Udon Thani,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A7%E0%B8%B1%E0%B 8%92%E0%B8%99%E0%B8%B2%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0 %B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=17.36243520,103.08883670",,,,,,,,,
Café Amazon,"Ueajirkan Petroleum Co., Ltd.",Nakhon Sawan,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B9%80%E0%B8%AD%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%88%E0%B8%B4%E0%B8%A3% E0%B8%81%E0%B8%B2%E0%B8%A5%20%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A 3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=15.65889300,100.15844100",,,,,,,,,
Café Amazon,"Ultra Clean Energy Co., Ltd. Service Station",Pathum Thani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B1%E0%B8%A5%E0%B8%95%E0%B8%A3 %E0%B9%89%E0%B8%B2%20%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%99%E0 %B9%80%E0%B8%99%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B8%B5%E0%B9%89&ll=13.98720000,100.66670000",,,,,,,,,
Café Amazon,"UMC Petroleum Co., Ltd.",Bueng Kan,,,,,,,,,,,,,
Café Amazon,"Unicorn 101 Petroleum Co., Ltd. Service Station",Roi Et,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%A2%E0%B8%B9%E0%B8%99%E0 %B8%B4%E0%B8%84%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%99%20101%20%E0%B8%9B%E0%B8%B4%E0%B9%82%E 0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=15.99455000,103.85977000",,,,,,,,,
Café Amazon,Union Mall front,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%A2%E0%B8%B9%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B8%A1%E0%B8%AD%E0%B8%A5%E0%B8%A5%E0%B9%8C&ll=13.81260140,100.56232980",,,,,,,,,
Café Amazon,Union Mall Shopping Center,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B9%89%E0%B8%B2%20%E0%B8%A 2%E0%B8%B9%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%99%E0% B8%A1%E0%B8%AD%E0%B8%A5%E0%B8%A5%E0%B9%8C&ll=13.81344300,100.56176800",,,,,,,,,
